entrezId	sym	refseqIds	refseqProtIds
151835	CPNE9	NM_153635.2	NP_705899.2
151871	DPPA2	NM_138815.3	NP_620170.3
101059979	LOC101059979	XR_171064.1	
151877	MAGI1-IT1	XR_171388.1,XR_112486.1,XR_110023.1	
151887	CCDC80	NM_199512.1,NM_199511.1	NP_955806.1,NP_955805.1
151888	BTLA	NM_001085357.1,NM_181780.3	NP_001078826.1,NP_861445.3
282966	C10orf53	NM_182554.2,NM_001042427.1	NP_872360.2,NP_001035892.1
282969	FUOM	NM_001098483.1,NM_198472.2	NP_001091953.1,NP_940874.2
282973	JAKMIP3	NM_001105521.2	NP_001098991.1
282974	STK32C	NM_173575.2	NP_775846.2
151903	CCDC12	NM_001277074.1,NM_144716.5,NR_102269.1	NP_653317.2,NP_001264003.1
282980	LINC00700	NR_040253.1	
414059	TBC1D3B	NM_001001417.5	NP_001001417.5
414060	TBC1D3C	NM_001001418.4	NP_001001418.3
414061	DNAJB3	NM_001001394.3	NP_001001394.1
414062	CCL3L3	NM_001001437.3	NP_001001437.2
282991	BLOC1S2	NR_046296.2,NM_173809.4,NR_046315.1,NR_046314.1	NP_776170.2
282996	RBM20	NM_001134363.1	NP_001127835.1
282997	PDCD4-AS1	NR_026932.1	
134548	SOWAHA	NM_175873.4	NP_787069.3
283011	FLJ37201	NR_026835.1	
101059991	LOC101059991	XM_003960563.1,XM_003960877.1,XM_003959981.1	XP_003960612.1,XP_003960926.1,XP_003960030.1
283025	C10orf40	NR_024340.1	
283028	LOC283028	XR_171099.1,XR_171851.1,XR_172424.1	
134553	C5orf24	NM_001135586.1,NM_152409.3	NP_001129058.1,NP_689622.2
283033	LINC00841	NR_033846.1	
151963	MB21D2	NM_178496.3	NP_848591.2
101059994	LOC101059994	XR_171066.1	
283038	LOC283038	NR_033848.1	
90865	IL33	NM_001199641.1,NM_001199640.1,NM_033439.3	NP_001186569.1,NP_254274.1,NP_001186570.1
283050	ZMIZ1-AS1	NR_015429.1,NR_024431.2,NR_024429.1	
151987	PPP4R2	NM_174907.2	NP_777567.1
283070	LOC283070	NR_027322.1	
152002	XXYLT1	NM_152531.4	NP_689744.3
414149	ACBD7	NM_001039844.2	NP_001034933.1
152006	RNF38	NM_194332.2,NM_194329.2,NM_022781.4,NM_194328.2,NM_194330.2	NP_073618.3,NP_919311.1,NP_919313.1,NP_919310.1,NP_919309.1
152007	GLIPR2	NM_022343.2	NP_071738.1
283080	C10orf126	XR_159192.1,XR_171845.1,XR_158861.1	
414157	C10orf62	NM_001009997.2	NP_001009997.2
152015	ROPN1B	NM_001012337.1	NP_001012337.1
283089	WDR11-AS1	NR_033850.1	
283092	OR4C13	NM_001001955.2	NP_001001955.2
283093	OR4C12	NM_001005270.2	NP_001005270.1
152024	LINC00691	NR_026834.1	
283102	KRT8P41	NR_027713.1	
283104	SBF2-AS1	NR_036485.1	
283106	CSNK2A3	NM_001256686.1	NP_001243615.1
283111	OR51V1	NM_001004760.2	NP_001004760.2
283116	TRIM49B	NM_001206626.1	NP_001193555.1
414189	AGAP6	NM_001077665.2	NP_001071133.2
283120	H19	NR_002196.1	
414194	CCNYL2	XM_003960469.1,XM_003959987.1,XM_003960858.1	XP_003960907.1,XP_003960036.1,XP_003960518.1
414196	CELF2-AS1	XR_171837.1,XR_109007.1	
414197	ZNF32-AS1	NR_047557.1	
414201	ZNF32-AS3	NR_038867.1	
283130	SLC25A45	NM_182556.2,NM_001077241.1	NP_872362.2,NP_001070709.1
283131	NEAT1	NR_028272.1	
414208	ZNF32-AS2	NR_047558.1	
152065	C3orf22	NM_152533.1	NP_689746.1
414212	GLUD1P7	NR_048574.1	
283143	LOC283143	NR_034148.1	
414216	BMS1P2	NR_072978.1	
283149	BCL9L	NM_182557.2	NP_872363.1
152078	C3orf55	NM_001130001.2,NM_001243729.1,NM_001130002.2,NR_024016.2,NM_001099777.3	NP_001123473.1,NP_001123474.1,NP_001093247.1,NP_001230658.1
283152	CCDC153	NM_001145018.1	NP_001138490.1
283159	OR8D1	NM_001002917.1	NP_001002917.1
283160	OR8D2	NM_001002918.1	NP_001002918.1
283162	OR8B4	NM_001005196.1	NP_001005196.1
414235	PRR26	NR_027152.2,NR_027151.1	
414236	C10orf55	NM_001001791.2	NP_001001791.2
283165	KIRREL3-AS3	NR_040078.1	
414241	FAM35BP	NR_027632.1	
152098	ZCWPW2	NM_001040432.1	NP_001035522.1
283171	C11orf44	XR_110537.1,XR_171928.1,XR_111233.3,NM_001271983.1	NP_001258912.1
152100	CMC1	NM_182523.1	NP_872329.1
414245	DNAJC9-AS1	NR_038373.1	
283174	LOC283174	NR_024344.1	
283177	LOC283177	NR_033852.1	
152110	NEK10	NM_199347.2	NP_955379.2
414260	LINC00619	NR_033923.1	
283189	OR9G4	NM_001005284.1	NP_001005284.1
152118	C3orf79	NM_001101337.1	NP_001094807.1
283194	LOC283194	NR_033853.1	
283197	LINC00301	NR_026946.1	
283208	P4HA3	NM_182904.3	NP_878907.1
283209	PGM2L1	NM_173582.3	NP_775853.2
152138	PYDC2	NM_001083308.1	NP_001076777.1
283212	KLHL35	NM_001039548.2	NP_001034637.2
283214	LOC283214	NR_046090.1	
101060024	LOC101060024	XM_003960355.1,XM_003960926.1,XM_003959989.1	XP_003960975.1,XP_003960404.1,XP_003960038.1
283219	KCTD21	NM_001029859.1	NP_001025030.1
283229	EFCAB4A	NM_173584.3	NP_775855.3
283232	TMEM80	NM_174940.3,NM_001276274.1,NM_001042463.2,NM_001276253.1	NP_001263182.1,NP_001035928.2,NP_001263203.1,NP_777600.3
283234	CCDC88B	NM_032251.5	NP_115627.6
283237	TTC9C	NM_173810.3	NP_776171.1
283238	SLC22A24	NM_001136506.2	NP_001129978.2
101060028	LOC101060028	XM_003960280.1,XM_003960025.1,XM_003960899.1	XP_003960329.1,XP_003960948.1,XP_003960074.1
414318	C9orf106	NM_001012715.3	NP_001012733.2
283248	RCOR2	NM_173587.3	NP_775858.2
414325	DEFB103A	NM_001081551.2	NP_001075020.1
283254	HARBI1	NM_173811.3	NP_776172.1
414328	IDNK	NM_001001551.3,NR_046421.1,NM_001256915.1,NR_046422.1	NP_001001551.2,NP_001243844.1
152185	SPICE1	NM_144718.3	NP_653319.1
414332	LCN10	NM_001001712.2	NP_001001712.2
152189	CMTM8	NM_178868.3	NP_849199.2
152195	NUDT16P1	NR_027766.1,NR_002949.2	
152206	CCDC13	NM_144719.3	NP_653320.3
414351	LINC00229	NR_044991.1	
283284	IGSF22	NM_173588.3	NP_775859.3
152217	LOC152217	NR_024388.1	
152225	LOC152225	NR_026934.1	
283298	OLFML1	NM_198474.3	NP_940876.2
283299	LOC283299	NR_036678.1	
283303	MRGPRG-AS1	NR_027138.1	
283310	OTOGL	NM_173591.3	NP_775862.3
283314	C1RL-AS1	NR_026947.1	
374899	ZNF829	NM_001037232.3,NM_001171979.1	NP_001032309.2,NP_001165450.1
283316	CD163L1	NM_174941.4	NP_777601.2
283332	LOC283332	NR_026948.1	
283335	LOC283335	NR_033854.1	
283337	ZNF740	NM_001004304.3	NP_001004304.1
152273	FGD5	NM_152536.3	NP_689749.3
283349	RASSF3	NR_040718.1,NM_178169.3	NP_835463.1
283358	B4GALNT3	NM_173593.3	NP_775864.3
283365	OR6C6	NM_001005493.1	NP_001005493.1
283373	ANKRD52	NM_173595.3	NP_775866.2
152302	CIDECP	NR_002786.1	
283375	SLC39A5	NM_001135195.1,NM_173596.2	NP_001128667.1,NP_775867.2
283377	SPRYD4	NM_207344.3	NP_997227.1
283383	GPR133	NM_198827.3	NP_942122.2
283385	MORN3	NM_173855.4	NP_776254.3
283392	TRHDE-AS1	NR_026836.1,NR_026837.1	
152330	CNTN4	NM_175613.2,NM_001206955.1,NM_175607.2,NM_001206956.1	NP_001193884.1,NP_783200.1,NP_783302.1,NP_001193885.1
283403	LOC283403	NM_001242696.1	NP_001229625.1
283404	LINC00592	NR_027358.1	
283416	C12orf61	NM_175895.3	NP_787091.1
283417	DPY19L2	NM_173812.4	NP_776173.3
283420	CLEC9A	NM_207345.2	NP_997228.1
283422	C12orf36	NR_036555.1	
101060059	LOC101060059	XR_171089.1	
283431	GAS2L3	NM_174942.1	NP_777602.1
283432	LINC00485	NR_033855.1	
283440	LOC283440	NR_033958.1	
101060062	LOC101060062	XR_172160.1,XR_171069.1	
283446	MYO1H	NM_001101421.3	NP_001094891.3
283450	HECTD4	NM_001109662.3	NP_001103132.3
283455	KSR2	NM_173598.4	NP_775869.3
283459	GATC	NR_033684.1,NM_176818.2	NP_789788.1
283460	HNF1A-AS1	NR_024345.1	
283461	C12orf40	NM_001031748.2	NP_001026918.2
283463	MUC19	XM_003846558.1,XM_003960518.1,XM_003846356.1	XP_003846404.1,XP_003960567.1,XP_003846606.1
283464	GXYLT1	NM_173601.1,NM_001099650.1	NP_001093120.1,NP_775872.1
283471	TMPRSS12	NM_182559.2	NP_872365.1
152404	IGSF11	NM_152538.2,NM_001015887.1	NP_001015887.1,NP_689751.2
152405	C3orf30	NM_152539.2	NP_689752.2
283480	FGF14-IT1	NR_036486.1	
283481	FGF14-AS2	NR_036487.1	
283483	LINC00551	NR_051977.1	
283487	LINC00346	NR_027701.1	
283489	CHAMP1	NM_001164145.1,NM_001164144.1,NM_032436.2	NP_001157616.1,NP_115812.1,NP_001157617.1
283491	OR7E156P	NR_002171.2	
101060825	LOC101060825	XM_003960921.1	XP_003960970.1
283507	SUGT1P3	NR_003365.2	
283514	SIAH3	NM_198849.2	NP_942146.2
283518	KCNRG	NM_173605.1,NM_199464.2	NP_955751.1,NP_775876.1
283521	LINC00282	NR_027048.1,NR_027047.1	
134637	ADAT2	NM_182503.2	NP_872309.2
283537	SLC46A3	NM_181785.3,NM_001135919.1	NP_861450.1,NP_001129391.1
283547	LINC00639	NR_039982.1	
283551	C14orf182	NM_001012706.1	NP_001012724.1
283553	LINC00640	NR_038358.1	
283554	GPR137C	NM_001099652.1	NP_001093122.1
152485	ZNF827	NM_178835.3	NP_849157.2
101060081	LOC101060081	XR_171111.1	
101060082	LOC101060082	XR_171028.1,XR_172446.1,XR_171029.1,XR_172445.1	
283571	PROX2	NM_001080408.2,NM_001243007.1	NP_001073877.2,NP_001229936.1
152503	SH3D19	NM_001128924.1,NM_001128923.1,NM_001009555.3,NM_001243349.1	NP_001122395.1,NP_001009555.3,NP_001122396.1,NP_001230278.1
283576	ZDHHC22	NM_174976.2	NP_777636.2
283578	TMED8	NM_213601.1	NP_998766.1
283579	C14orf178	NM_174943.3,NM_001173978.1	NP_001167449.1,NP_777603.1
283585	LOC283585	NR_038445.1	
283587	LOC283587	NR_046094.1	
283588	LOC283588	XR_111444.1,XR_172057.1,XR_110237.1	
152518	NFXL1	NM_152995.4	NP_694540.3
152519	NIPAL1	NM_207330.1	NP_997213.1
283592	FAM181A-AS1	NR_027004.1	
283596	SNHG10	NR_003138.3,NR_001459.2	
374946	DRAXIN	NM_198545.3	NP_940947.3
283598	C14orf177	NM_182560.2	NP_872366.2
90957	DHX57	NM_198963.1	NP_945314.1
283600	SLC25A47	NM_207117.2	NP_997000.2
283601	LINC00523	NR_024096.1	
101060091	LOC101060091	XR_171077.1,XM_003960298.1,XR_172453.1	XP_003960347.1
283624	LINC00641	NR_038970.1,NR_038971.1	
283629	TSSK4	NM_174944.3,NM_001184739.1	NP_777604.2,NP_001171668.1
152559	PAQR3	NM_001040202.1	NP_001035292.1
283635	FAM177A1	NM_173607.3,NM_001079519.1	NP_001072987.1,NP_775878.2
283638	CEP170B	NM_015005.2,NM_001112726.2	NP_055820.2,NP_001106197.1
283643	C14orf80	NM_001134876.1,NM_001134877.1,NM_001198983.1,NM_001134875.1	NP_001128349.1,NP_001185912.1,NP_001128348.1,NP_001128347.1
152573	SHISA3	NM_001080505.1	NP_001073974.1
152578	LOC152578	NR_040106.1	
152579	SCFD2	NM_152540.3	NP_689753.2
283652	SLC24A5	NM_205850.2	NP_995322.1
152586	LOC152586	XM_003960924.1,NM_001277353.1,XM_003959966.1,XM_003960339.1	XP_003960015.1,XP_003960388.1,NP_001264282.1,XP_003960973.1
283659	PRTG	NM_173814.4	NP_776175.2
283663	LOC283663	NR_024433.1	
283673	LINC00277	NR_026949.1	
283677	C15orf60	NM_001042367.1	NP_001035826.1
283683	LOC283683	NR_040057.1	
283685	GOLGA6L2	XM_003960565.1,XM_003846579.1,XM_002343322.3,XM_003846353.1	XP_002343363.3,XP_003846401.1,XP_003846627.1,XP_003960614.1
283687	C15orf37	NR_028330.1	
283688	LOC283688	NR_033833.1	
414763	LINC00516	NR_073459.1	
283692	LOC283692	NR_046096.1	
283693	LOC283693	NR_036446.1	
283694	OR4N4	NM_001005241.2	NP_001005241.2
414777	HCG18	NR_102326.1,NR_024052.2,NR_102327.1,NR_024053.2	
414778	HCG17	NR_052012.1	
283710	LOC283710	NM_001243538.1	NP_001230467.1
152641	WWC2-AS2	NR_024008.1	
101060107	ARL5B-AS1	XR_171841.1,XR_172423.1,XR_171056.1	
440503	PLIN5	NM_001013706.2	NP_001013728.2
283726	FAM154B	NM_001008226.1	NP_001008227.1
100422737	LOC100422737	NR_033557.1	
283731	LOC283731	NR_027073.1	
283738	NTRK3-AS1	NR_038229.1	
101340251	SNORD124	NR_102369.1	
101340252	SNORD121B	NR_102370.1	
283742	FAM98B	NM_173611.2,NM_001042429.1	NP_001035894.1,NP_775882.2
283748	PLA2G4D	NM_178034.3	NP_828848.3
283755	HERC2P3	NR_036432.1	
152687	ZNF595	NM_182524.2	NP_872330.1
283761	LOC283761	NR_027075.1,NR_027077.1,NR_027074.1,NR_027076.1	
100291699	LOC100291699	XM_002344870.1	XP_002344911.1
283767	GOLGA6L1	NM_001001413.3	NP_001001413.3
283768	GOLGA8G	NR_033353.1	
101060117	LOC101060117	XM_003960549.1,XM_003959977.1,XM_003960875.1	XP_003960924.1,XP_003960026.1,XP_003960598.1
283777	FAM169B	NM_182562.2	NP_872368.2
90987	ZNF251	NM_138367.1	NP_612376.1
283788	LOC283788	NR_027436.2	
283796	GOLGA8I	NR_024074.1	
90990	KIFC2	NM_145754.2	NP_665697.1
283807	FBXL22	NM_203373.2	NP_976307.2
100422821	MIR1273C	NR_036100.1	
152742	LOC152742	NR_033931.1	
90993	CREB3L1	NM_052854.2	NP_443086.1
100422824	MIR3128	NR_036075.1	
100422825	MIR3160-2	NR_036118.1	
100422826	MIR4274	NR_036238.1	
100422827	MIR3160-1	NR_036117.1	
283820	NOMO2	NM_173614.2,NM_001004060.1	NP_001004060.1,NP_775885.1
100422829	MIR4319	NR_036203.1	
100422831	MIR1302-9	NR_036266.1	
100422832	MIR3191	NR_036159.1	
100422833	MIR3188	NR_036155.1	
100422834	MIR1302-10	NR_036267.1	
414899	BLID	NM_001001786.2	NP_001001786.2
152756	FAM218A	NM_153027.1	NP_694572.1
100422837	MIR1193	NR_036132.1	
100422839	MIR3119-1	NR_036064.1	
100422840	MIR4317	NR_036205.1	
222068	TMED4	NM_182547.2	NP_872353.2
100422842	MIR3074	NR_036109.1	
100422843	MIR4293	NR_036181.1	
100422844	MIR3118-3	NR_036063.1	
100422845	MIR1233-2	NR_036261.1	
100422846	MIR3164	NR_036122.1	
100422847	MIR514B	NR_036173.1	
100422848	MIR4283-2	NR_036270.1	
100422849	MIR548T	NR_036093.1	
100422850	MIR548V	NR_036103.1	
100422851	MIR4316	NR_036200.1	
100422853	MIR3182	NR_036147.1	
414918	DENND6B	NM_001001794.3	NP_001001794.3
414919	C8orf82	NM_001001795.1	NP_001001795.1
283848	CES4A	NM_173815.6,NM_001190201.1,NM_001190202.1	NP_001177131.1,NP_001177130.1,NP_776176.5
283849	EXOC3L1	NM_178516.3	NP_848611.2
100422858	MIR4285	NR_036245.1	
100422859	MIR3136	NR_036087.1	
100422860	MIR4292	NR_036251.1	
100422861	MIR4306	NR_036191.1	
414926	LINC00593	NR_026764.1	
414927	MGC34796	NR_073400.1	
283856	LOC283856	NR_027078.1	
100422865	MIR4320	NR_036204.1	
100422866	MIR3115	NR_036057.1	
100422867	MIR378C	NR_036180.1	
283860	LINC00304	NR_024347.2	
152789	JAKMIP1	NM_144720.3,NM_001099433.1	NP_001092903.1,NP_653321.1
100422870	MIR3180-1	NR_036141.1	
100422871	MIR3117	NR_036060.1	
100422872	MIR1244-3	NR_036263.1	
100422873	MIR4297	NR_036179.1	
100422874	MIR4279	NR_036241.1	
283867	LOC283867	NR_027755.1	
100422876	MIR3148	NR_036104.1	
283869	NPW	NM_001099456.2	NP_001092926.2
283870	BRICD5	NM_182563.3	NP_872369.2
283871	PGP	NM_001042371.2	NP_001035830.1
100422880	MIR3162	NR_036120.1	
100422881	MIR3170	NR_036129.1	
100422882	MIR3120	NR_036066.1	
283875	LINC00514	NR_033861.1	
283876	FLJ39639	NR_033904.1	
100422885	MIR1244-2	NR_036262.1	
100422886	MIR3179-2	NR_036143.1	
100422887	MIR4280	NR_036243.1	
100422888	MIR4264	NR_036231.1	
100422889	MIR3194	NR_036162.1	
100422890	MIR3118-5	NR_036165.1	
100422891	MIR4327	NR_036221.1	
100422892	MIR3157	NR_036113.1	
100422893	MIR3154	NR_036110.1	
100422894	MIR4260	NR_036213.1	
283887	LOC283887	XR_133118.2,XR_132607.2,XR_172140.1	
283888	IL21R-AS1	NR_037158.1	
100422897	MIR4302	NR_036188.1	
100422898	MIR4255	NR_036217.1	
100422899	MIR3190	NR_036158.1	
100422900	MIR3158-1	NR_036114.1	
100422901	MIR3135A	NR_036086.1	
100422902	MIR3116-1	NR_036058.1	
100422903	MIR4288	NR_036250.1	
100422904	MIR3193	NR_036161.1	
283897	C16orf54	NM_175900.3	NP_787096.2
100422906	MIR3118-6	NR_036269.1	
283899	INO80E	NM_173618.1	NP_775889.1
100422908	MIR3129	NR_036076.1	
100422909	MIR4295	NR_036177.1	
283902	HTA	NR_027756.1	
152831	KLB	NM_175737.3	NP_783864.1
100422912	MIR3200	NR_036171.1	
100422913	MIR320E	NR_036157.1	
100422914	MIR4253	NR_036214.1	
100422915	MIR3065	NR_036151.1	
100422916	MIR3201	NR_036172.1	
100422917	MIR4283-1	NR_036246.1	
100422918	MIR3167	NR_036126.1	
100422919	MIR1302-11	NR_036268.1	
100422920	MIR548X	NR_036166.1	
101060140	LOC101060140	XM_003959964.1,XM_003960981.1	XP_003961030.1,XP_003960013.1
283914	LOC283914	NR_027080.1,NR_027079.1	
100422923	MIR548W	NR_036146.1	
100422924	MIR4303	NR_036189.1	
100422925	MIR4322	NR_036206.1	
100422926	MIR3137	NR_036089.1	
100422927	MIR4291	NR_036254.1	
100422928	MIR3127	NR_036074.1	
100422929	MIR4261	NR_036222.1	
283922	LOC283922	NR_026950.1	
100422931	MIR4304	NR_036187.1	
100422932	MIR4328	NR_036258.1	
100422933	MIR378B	NR_036084.1	
100422934	MIR3143	NR_036096.1	
283927	NUDT7	NM_001243660.1,NM_001243661.1,NM_001105663.2,NM_001243657.1	NP_001230586.1,NP_001099133.1,NP_001230590.1,NP_001230589.1
100422936	MIR3153	NR_036108.1	
100422937	MIR4275	NR_036237.1	
100422938	MIR3142	NR_036095.1	
100422939	MIR3147	NR_036102.1	
283932	FBXL19-AS1	NR_024348.1	
283933	ZNF843	NM_001136509.1	NP_001129981.1
100422942	MIR3133	NR_036083.1	
100422943	MIR3189	NR_036156.1	
100422944	MIR3186	NR_036152.1	
100422945	MIR4326	NR_036220.1	
100422946	MIR3116-2	NR_036059.1	
100422947	MIR3122	NR_036068.1	
100422948	MIR4284	NR_036247.1	
100422949	MIR3118-2	NR_036062.1	
100422950	MIR3141	NR_036094.1	
100422951	MIR3144	NR_036098.1	
100422952	MIR4271	NR_036233.1	
100422953	MIR3165	NR_036123.1	
100422954	MIR4309	NR_036192.1	
100422955	MIR4273	NR_036235.1	
283948	NHLRC4	NM_176677.1	NP_788850.1
152877	FAM53A	NM_001174070.1,NM_001013622.3	NP_001013644.1,NP_001167541.1
283951	C16orf91	NM_001272051.1	NP_001258980.1
100422960	MIR3179-1	NR_036140.1	
283953	TMEM114	NM_001146336.1	NP_001139808.1
100422962	MIR4281	NR_036239.1	
100422963	MIR4290	NR_036253.1	
100422964	MIR3150A	NR_036105.1	
100422965	MIR4263	NR_036230.1	
100422966	MIR4277	NR_036240.1	
100422967	MIR3146	NR_036101.1	
100422968	MIR4251	NR_036215.1	
100422969	MIR2909	NR_036056.1	
100422970	MIR1273D	NR_036176.1	
100422971	MIR4312	NR_036197.1	
100422973	MIR3169	NR_036128.1	
100422974	MIR3178	NR_036139.1	
100422975	MIR4252	NR_036218.1	
100422976	MIR4256	NR_036210.1	
100422977	MIR1184-3	NR_036260.1	
283970	PDXDC2P	NR_003610.1	
283971	CLEC18C	NM_173619.2	NP_775890.2
100422980	MIR4323	NR_036208.1	
100422981	MIR3173	NR_036131.1	
100422982	MIR4286	NR_036248.1	
100422983	MIR4314	NR_036201.1	
100422984	MIR4308	NR_036194.1	
100422985	MIR1184-2	NR_036259.1	
100422986	MIR3125	NR_036072.1	
100422987	MIR3202-1	NR_036174.1	
100422988	MIR3156-1	NR_036112.1	
283981	LINC00685	NR_027232.1,NR_027231.1	
283982	LINC00469	NR_027146.1	
100422991	MIR1260B	NR_036125.1	
415056	LOC415056	NR_024369.1	
283985	FADS6	NM_178128.3	NP_835229.2
100422994	MIR4267	NR_036225.1	
283987	HID1	NM_030630.2	NP_085133.1
100422996	MIR4262	NR_036226.1	
283989	TSEN54	NM_207346.2	NP_997229.2
100422998	MIR3199-2	NR_036170.1	
283991	UBALD2	NM_182565.3	NP_872371.1
100423000	MIR3161	NR_036119.1	
100423001	MIR3145	NR_036099.1	
100423002	MIR3130-2	NR_036078.1	
100423003	MIR3184	NR_036149.1	
100423004	MIR4315-1	NR_036199.1	
100423005	MIR4282	NR_036244.1	
152926	PPM1K	NM_152542.4	NP_689755.3
283999	TMEM235	NM_001204211.1,NM_001204210.1,NM_001204212.1	NP_001191141.1,NP_001191140.1,NP_001191139.1
100423008	MIR3118-1	NR_036061.1	
284001	CCDC57	NM_198082.2	NP_932348.2
100423010	MIR3119-2	NR_036065.1	
100423011	MIR3138	NR_036090.1	
284004	HEXDC	NM_173620.2	NP_775891.2
100423013	MIR4310	NR_036195.1	
100423014	MIR3196	NR_036163.1	
100423015	MIR4289	NR_036252.1	
100423016	MIR3159	NR_036116.1	
284009	LOC284009	NR_028335.1	
100423018	MIR3156-3	NR_036164.1	
100423019	MIR4307	NR_036193.1	
152940	C4orf45	NM_152543.2	NP_689756.2
284013	VMO1	NM_001144940.1,NM_001144939.1,NM_001144941.1,NM_182566.2	NP_872372.1,NP_001138411.1,NP_001138413.1,NP_001138412.1
100423023	MIR3197	NR_036167.1	
100423024	MIR1270-2	NR_036264.1	
100423025	MIR3198-1	NR_036168.1	
284018	C17orf58	NM_181656.3,NM_181655.2	NP_858042.2,NP_858041.2
100423027	MIR4266	NR_036224.1	
100423028	MIR4254	NR_036216.1	
284021	MILR1	NM_001085423.1	NP_001078892.1
100423030	MIR3126	NR_036073.1	
284023	LOC284023	NR_024349.1	
100423032	MIR3121	NR_036067.1	
100423033	MIR3158-2	NR_036115.1	
100423034	MIR3199-1	NR_036169.1	
100423035	MIR4313	NR_036198.1	
100423036	MIR2355	NR_036227.1	
284029	LINC00324	NR_026951.1	
100423039	MIR3132	NR_036082.1	
100423040	MIR3166	NR_036124.1	
100423041	MIR4296	NR_036178.1	
284034	LINC00670	NR_034145.1,NR_034144.1	
100423043	MIR4269	NR_036229.1	
284040	CDRT4	NM_001204477.1	NP_001191406.1
415116	PIM3	NM_001001852.3	NP_001001852.2
415117	STX19	NM_001001850.2	NP_001001850.1
284047	CCDC144B	NR_036647.1	
101060163	LOC101060163	XM_003960466.1,XM_003959930.1,XM_003960857.1	XP_003959979.1,XP_003960515.1,XP_003960906.1
100423062	IGLL5	NM_001256296.1,NM_001178126.1	NP_001171597.1,NP_001243225.1
284058	KANSL1	NM_001193466.1,NM_001193465.1,NM_015443.3	NP_001180395.1,NP_001180394.1,NP_056258.1
101060165	LOC101060165	XM_003960016.1	XP_003960065.1
152992	TRMT44	NM_152544.2	NP_689757.2
284067	C17orf105	NM_001136483.1	NP_001129955.1
284069	FAM171A2	NM_198475.2	NP_940877.2
284071	C17orf104	NM_001145080.2	NP_001138552.2
101060167	LOC101060167	XM_003959961.1,XM_003960967.1,XM_003960834.1	XP_003961016.1,XP_003960010.1,XP_003960883.1
284076	TTLL6	NM_001130918.1,NM_173623.3	NP_001124390.1,NP_775894.2
284080	LOC284080	NR_038230.1	
134728	IRAK1BP1	NM_001010844.2	NP_001010844.1
284083	C17orf47	NM_001038704.2	NP_001033793.2
284085	KRT18P55	NR_028334.1	
284086	NEK8	NM_178170.2	NP_835464.1
153020	RASGEF1B	NM_152545.1	NP_689758.1
101060829	LOC101060829	XM_003960941.1	XP_003960990.1
284098	PIGW	NM_178517.3	NP_848612.2
284099	C17orf78	NM_173625.3	NP_775896.3
284100	LOC284100	NR_024178.1	
284106	CISD3	NM_001136498.1	NP_001129970.1
284110	GSDMA	NM_178171.4	NP_835465.2
284111	SLC13A5	NM_177550.3,NM_001143838.1	NP_808218.1,NP_001137310.1
284114	TMEM102	NM_178518.2	NP_848613.1
284116	KRT42P	NR_033415.1	
284119	PTRF	NM_012232.5	NP_036364.2
284123	FAM27L	NR_028336.1	
284124	FLJ36000	NR_027084.1	
284129	SLC26A11	NM_173626.3,NM_001166349.1,NM_001166347.1,NM_001166348.1	NP_001159819.1,NP_001159820.1,NP_775897.3,NP_001159821.1
284131	ENDOV	NM_001164638.1,NM_001164637.1,NM_173627.3	NP_775898.2,NP_001158110.1,NP_001158109.1
101060179	LOC101060179	XM_003959932.1,XM_003960481.1,XM_003960864.1	XP_003960530.1,XP_003959981.1,XP_003960913.1
101060181	LOC101060181	XM_003960761.1,XM_003960891.1,XM_003959953.1	XP_003960810.1,XP_003960002.1,XP_003960940.1
284161	GDPD1	NM_001165993.1,NM_001165994.1,NM_182569.3	NP_872375.2,NP_001159465.1,NP_001159466.1
153090	DAB2IP	NM_032552.2,NM_138709.1	NP_619723.1,NP_115941.2
101060183	LOC101060183	XM_003960990.1,XM_003959985.1,XM_003960383.1,XM_003960001.1,XM_003960930.1	XP_003960979.1,XP_003960432.1,XP_003960034.1,XP_003960050.1,XP_003961039.1
284184	C17orf89	NM_001086521.1	NP_001079990.1
284185	LINC00482	NR_038080.1	
284186	TMEM105	NM_178520.3	NP_848615.1
284194	LGALS9B	NM_001042685.1	NP_001036150.1
101060187	LOC101060187	XR_172439.1,XR_171073.1,XR_172277.1	
153129	SLC38A9	NM_001258286.1,NR_047650.1,NM_001258287.1,NR_047649.1,NM_173514.3	NP_001245216.1,NP_775785.2,NP_001245215.1
284207	METRNL	NM_001004431.1	NP_001004431.1
284215	DLGAP1-AS5	NR_036489.1	
284217	LAMA1	NM_005559.3	NP_005550.2
101060193	LOC101060193	XM_003960826.1,XM_003959959.1	XP_003960875.1,XP_003960008.1
284232	ANKRD20A9P	NR_027995.1	
284233	CYP4F35P	NR_026756.1	
153163	MGC32805	NR_051996.1	
284241	FLJ25715	XR_159307.1,XR_172258.1,XR_159017.1	
101060195	LOC101060195	XR_172461.1,XR_171380.1,XR_171082.1	
284252	KCTD1	NM_001136205.2,NM_001258222.1,NM_001258221.1,NM_198991.3,NM_001142730.2	NP_945342.1,NP_001129677.1,NP_001245151.1,NP_001245150.1,NP_001136202.1
284254	DYNAP	NM_173629.1	NP_775900.1
284257	BOD1L2	NM_001257964.1	NP_001244893.1
284260	LOC284260	NR_046174.2,NR_046455.1,NR_046454.1,NR_046457.1,NR_046456.1,NR_046458.1	
284266	SIGLEC15	NM_213602.2	NP_998767.1
