journalCount	pubName	pubSynonyms	titles	webservers	journalEIssns	journalIssns	uid	countries	languages
1	NLM Northern California State Dental Hygienists' Association	Northern California State Dental Hygienists' Association	Dental hygienist.				9883653	United States	eng
1	NLM Konigshausen Und Neumann	Konigshausen Und Neumann	Würzburger medizinhistorische Mitteilungen			0177-5227	8704998	Germany	ger
1	NLM Oxford Eng	Oxford, Eng	International journal on alcohol and alcoholism.			0535-1073	17630240R	England	eng
1	NLM Faculty of Dentistry	Faculty Of Dentistry	University of Toronto undergraduate dental journal.			0042-0255	7905911	Canada	eng
1	NLM American Academy of Health Administration	American Academy of Health Administration	Newsletter - American Academy of Health Administration.			0196-450X	7906915	United States	eng
1	NLM American Nurses Association Center For Research	American Nurses Association, Center For Research	Long-term care quarterly.			0891-8104	8608499	United States	eng
1	NLM Korean American Medical Association	Korean-American Medical Association	Journal of Korean American Medical Association.				101156817	United States	eng
1	NLM Kyoto University Faculty of Medicine	Kyoto University. Faculty Of Medicine	Acta Scholae Medicinalis Universitatis in Kioto.			0001-6950	7611898	Japan	eng
1	NLM Port Washington N Y [etc	Port Washington, N. Y., [etc]	American professional pharmacist.			0096-0349	0216453	United States	eng
1	NLM Fund for the Replacement of Animals in Medical Experiments	Fund for the Replacement of Animals in Medical Experiments	Alternatives to laboratory animals : ATLA.	frame.org.uk		0261-1929	8110074	England	eng
1	NLM Parey	Parey	Zeitschrift für Tierzüchtung und Züchtungsbiologie : Organ der Reichsarbeitsgemeinschaft Tierzucht im Forschungsdienst.			0044-3581	0107652	Germany	ger
2	NLM Florida Medical Association	Florida Medical Association	The Journal of the Florida Medical Association.|JFMA, the Journal of the Florida Medical Association.		|	0015-4148|0091-6757	7505604|0417646	United States	eng
3	NLM Health Association of America	Group Health Assn. of America|Group Health Association of America	HMO.|GHAA journal.|The Group health journal.		||	1091-0506|0888-4250|0196-6332	9506687|8703123|8009788	United States	eng
3	NLM Gordon And Breach	Gordon And Breach	Ion exchange and membranes.|Environmental biology and medicine.|Proceedings Of The International Academy Of Oral Pathology.		||	0091-0619|0046-2233|	0364544|0372224|9870009	United States	eng
1	NLM Indian Academy of Dentistry	Indian Academy Of Dentistry	Journal of the Indian Academy of Dentistry.			0019-4255	7505606	India	eng
1	NLM Concord Calif	[Concord, Calif.]	Contra Costa dental bulletin.			0573-827X	16410440R	United States	eng
1	NLM Nihon Geka Hokan Henshushitsu	Nihon Geka Hokan Henshushitsu	Nihon geka hokan. Archiv für japanische Chirurgie.			0003-9152	0421143	Japan	jpn
1	NLM Tor Vergata University of Rome Italy	Tor Vergata University of Rome, Italy	Gene geography : a computerized bulletin on human gene frequencies.			0394-249X	9100053	Italy	eng
1	NLM RA Rapaport	R.A. Rapaport Publishing	Diabetes self-management.			0741-6253	9883682	United States	eng
1	NLM Medico Geographical Section of The Hungarian Geographical Society On Behalf of Working On Geography of Health of The Geographical Union	Medico-Geographical Section Of The Hungarian Geographical Society On Behalf Of Working Group On Geography Of Health Of The International Geographical Union	Geographia medica. Supplement = Geographia medica. Sonderband.			0866-4323	9011764	Hungary	eng
1	NLM University of Texas at Dallas	University of Texas at Dallas	Issues in science and technology.			0748-5492	8502534	United States	eng
3	NLM Frontiers in bioscience	Frontiers In Bioscience Publications|Frontiers in bioscience	Frontiers in bioscience : a journal and virtual library.|Frontiers in bioscience (Elite edition).|Frontiers in bioscience (Scholar edition).	bioscience.org	1093-4715|1945-0508|1945-0524	1093-9946|1945-0494|1945-0516	9709506|101485240|101485241	United States	eng
1	NLM Public Health Service Division of Radiological Health	Public Health Service. Division of Radiological Health	Radiological health data and reports.			0033-8400	0320551	United States	eng
1	NLM Academy of Managed Care Pharmacy	Academy of Managed Care Pharmacy	Journal of managed care pharmacy : JMCP.	prod.amcp.org	1944-706X	1083-4087	9605854	United States	eng
1	NLM Fabrizio Serra	Fabrizio Serra	Theoretical biology forum.			0035-6050	101570881	Italy	eng
1	NLM Department of Medical And Public Affairs George Washington University Medical Center	Dept. Of Medical And Public Affairs, George Washington Univ. Medical Center	Population reports. Special topic monographs.			0161-679X	7708440	United States	eng
1	NLM University of Milan Department of Food Science and Microbiology	University of Milan, Dept. of Food Science and Microbiology	Annali di microbiologia ed enzimologia.	annmicro.unimi.it		0003-4649	0406005	Italy	ita
1	NLM Japanese Obstetrical And Gynecological Society	Japanese Obstetrical And Gynecological Society	Acta obstetrica et gynaecologica Japonica.			0001-6330	0202673	Japan	eng
1	NLM Nencki Institute of Experimental Biology	Nencki Institute of Experimental Biology	Acta neurobiologiae experimentalis.	ane.pl	1689-0035	0065-1400	1246675	Poland	eng
1	NLM Vigot Freres	Vigot Freres	Revue d'élevage et de médecine vétérinaire des pays tropicaux.	remvt.cirad.fr	1951-6711	0035-1865	2984776R	France	fre
1	NLM US Veterans Administration Department of Medicine And Surgery Rehabilitation R And D Service	U.S. Veterans Administration, Department Of Medicine And Surgery, Rehabilitation R And D Service	Journal of rehabilitation research and development. Clinical supplement			0898-2732	8604381	United States	eng
1	NLM Catholic Nurses Guild of Great Britain	Catholic Nurses Guild Of Great Britain	The Catholic nurse.			0008-8269	16040540R	England	eng
1	NLM Carol Davila University	"Carol Davila" University Press	Journal of medicine and life.	medandlife.ro	1844-3117	1844-122X	101477617	Romania	eng
9	NLM Aspen Systems Corp	Aspen Systems Corp	Aspen's advisor for nurse executives.|Perioperative nursing quarterly.|QRC advisor.|Hospital law newsletter.|The Health care supervisor.|Health care planning & marketing : HCP&M.|Topics in hospital pharmacy management|Topics in clinical nursing.|CCQ. Critical care quarterly.		||||||||	0883-9743|8755-9935|0747-7384|0738-0984|0731-3381|0271-1222|0271-1206|0164-0534|0160-2551	8607450|8505284|8914468|8911901|8301065|8200863|8110018|7906353|7900428	United States	eng
2	NLM Hall Johnson Communications	Hall Johnson Communications	Recruitment, retention & restructuring report.|Recruitment & retention report.		|	|1044-0666	9436564|9312216	United States	eng
1	NLM Vancouver B C	Vancouver, B. C	The Western druggist.			0700-7248	0031315	Canada	eng
2	NLM State Department of Health	State Dept. of Health	Virginia health bulletin.|Maryland health bulletin.		|	0042-6547|	0251150|22620100R	United States	eng
1	NLM Pat Ediciones	Pat Ediciones	Cirugía pediátrica : organo oficial de la Sociedad Española de Cirugía Pediátrica.			0214-1221	8900492	Spain	spa
1	NLM Being Alive	Being Alive	Women alive.	women-alive.org|thebody.com		1096-1372	9892185	United States	eng
1	NLM American Society For Geriatric Dentistry	American Society For Geriatric Dentistry	The Journal of the American Society for Geriatric Dentistry.			0003-1054	7503066	United States	eng
1	NLM Blackwent Company	Blackwent Publishing Company	Contamination control-biomedical environments.			0090-2519	0352714	United States	eng
3	NLM Milano	Milano	Acta vitaminologica.|Giornale italiano di dermatologia.|Annali di ostetricia e ginecologia.		||	|0376-0901|0003-4657	0134541|0214141|0347177	Italy	ita|eng
7	NLM Ottawa	[Ottawa]|Ottawa	Canadian services medical journal.|Treatment services bulletin.|Canada's health & welfare.|Bulletin of venereal disease control.|Industrial health bulletin.|The Journal of the Canadian medical services.|Bulletin - Canadian Tuberculosis Association.		||||||	||||||0318-6091	16020700R|16020690R|16020760R|19410130R|17540520R|18010090R|7503340	Canada	eng
1	NLM Johnsville 19	Johnsville, 19	NADC-MA-.				22420610R		eng
1	NLM Consejo Nacional De Sanidad	Consejo Nacional De Sanidad	Revista de sanidad e higiene pública.			0034-8899	0404276	Spain	spa
1	NLM Published by the Canadian Medical Association (CMA) for Cancer Prevention and Control CPAC	Published by the Canadian Medical Association (CMA) for Cancer Prevention and Control C.P.A.C. Inc	Cancer prevention & control : CPC = Prévention & contrôle en cancérologie : PCC.			1206-548X	9709994	Canada	eng
1	NLM Cornell Veterinarian	Cornell Veterinarian	The Cornell veterinarian.			0010-8901	0074245	United States	eng
1	NLM National Black Nurses Association	National Black Nurses Association	Journal of National Black Nurses' Association : JNBNA.			0885-6028	8703519	United States	eng
2	NLM Baillière	Baillière	Revue de l'athérosclérose.|Archives des maladies du coeur et des vaisseaux.		|	|0003-9683	0320677|0406011	France	fre
1	NLM Sansoni	Sansoni	Archivio di chirurgia del torace.				0135734	Italy	ita
1	NLM Edizioni Cardano	Edizioni Cardano	Acta gerontologica.			0001-5741	7501996	Italy	ita
1	NLM A Centro	A Centro	Ceará médico : orgão do Centro Médico Cearense.			0100-4840	8104953	Brazil	por
1	NLM Societa italiana di endodonzia	Societa italiana di endodonzia	Giornale italiano di endodonzia.			1121-4171	9201293	Italy	ita
1	NLM South Dakota Medical Association	South Dakota Medical Association	South Dakota journal of medicine.			0038-3317	0040162	United States	eng
1	NLM Nordiska Odontologiska Foreningen	Nordiska Odontologiska Foreningen	Odontologisk tidskrift.			0472-514X	0270517	Sweden	eng
121	NLM Oxford University Press	Oxford University Press for the Society for the Social History Of Medicine|published on behalf of the Gerontological Society of America by Oxford University Press|Oxford University Press|Oxford Journals|Published for the European Society of Human Reproduction and Embryology by Oxford University Press|Distributed by Mercury International|Oxford Journals, Oxford University Press|Oxford University Press for the European Society for Human Reproduction and Embryology|Oxford University Press For The American Genetic Association|[Oxford University Press|University of California Press|Published for the Association of Physicians of Great Britain and Ireland by the Oxford University Press|Published by the Oxford University Press on behalf of the European Neuroscience Association|Published for the Institute of Mathematics and its Applications by Oxford University Press|Oxford University Press in association with the London School of Hygiene and Tropical Medicine|Oxford University Press published on behalf of ILAR|Published for the Institute of Mathematics and Its Applications by Oxford University Press|IRL Press at Oxford University Press|Irl Press At Oxford University Press|Oxford University Press on behalf of Mind Association	European heart journal cardiovascular Imaging.|Briefings in functional genomics.|Database : the journal of biological databases and curation.|Genome biology and evolution|Journal of molecular cell biology|Molecular plant.|Social cognitive and affective neuroscience|Acta biochimica et biophysica Sinica.|Journal of public health.|Nucleic acids symposium series|Protein engineering, design & selection : PEDS.|Mathematical medicine and biology : a journal of the IMA.|Briefings in functional genomics & proteomics.|Integrative and comparative biology.|Interactive cardiovascular and thoracic surgery.|Nucleic acids research. Supplement.|Biostatistics.|European journal of echocardiography : the journal of the Working Group on Echocardiography of the European Society of Cardiology.|Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology.|European journal of heart failure.|Neuro-oncology.|Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco.|Bioinformatics.|Toxicological sciences : an official journal of the Society of Toxicology.|Journal of deaf studies and deaf education.|Christian bioethics.|Human reproduction update.|ILAR journal|The journals of gerontology. Series A, Biological sciences and medical sciences.|The journals of gerontology. Series B, Psychological sciences and social sciences.|Molecular human reproduction.|DNA research : an international journal for rapid publication of reports on genes and genomes.|International journal for quality in health care : journal of the International Society for Quality in Health Care|QJM : monthly journal of the Association of Physicians.|Social work research.|Medical law review.|Clinical infectious diseases : an official publication of the Infectious Diseases Society of America.|Human molecular genetics.|Occupational medicine.|Systematic biology.|Cerebral cortex.|European journal of public health.|20 century British history.|Annals of oncology : official journal of the European Society for Medical Oncology|Glycobiology.|Health promotion international.|Journal of public health medicine.|Journal of the National Cancer Institute. Monographs.|International immunology.|Social history of medicine : the journal of the Society for the Social History of Medicine|Supplement ... to the European journal of neuroscience.|Alcohol and alcoholism. Supplement.|Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists.|Health education research.|Health policy and planning.|Health promotion.|Human reproduction.|Mutagenesis.|Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association.|Protein engineering.|Tree physiology.|Anti-cancer drug design.|Computer applications in the biosciences : CABIOS.|Family practice.|IMA journal of mathematics applied in medicine and biology.|Oxford surveys on eukaryotic genes.|Alcohol and alcoholism : international journal of the Medical Council on Alcoholism.|British journal of rheumatology.|Molecular biology and evolution.|Psychiatric developments.|Adverse drug reactions and acute poisoning reviews.|Radiation protection dosimetry.|Carcinogenesis.|Chemical senses.|European heart journal.|Journal of tropical pediatrics.|Community medicine.|European journal of orthodontics.|Nucleic acids symposium series.|Journal of analytical toxicology.|Health & social work.|The Journal of medicine and philosophy.|Journal of pediatric psychology.|The Journal of antimicrobial chemotherapy.|Nucleic acids research.|British journal of orthodontics.|Age and ageing.|International journal of epidemiology.|Japanese journal of clinical oncology.|Journal of chromatographic science.|Schizophrenia bulletin.|Cardiovascular research.|Contemporary neurology series.|American journal of epidemiology.|The Gerontologist.|Plant & cell physiology.|The Annals of occupational hygiene.|Social work.|Journal of electron microscopy.|Journal of experimental botany.|Journal of the history of medicine and allied sciences.|British medical bulletin.|Journal of the National Cancer Institute.|Public opinion quarterly.|British journal of anaesthesia.|Journal of biochemistry.|Social forces; a scientific medium of social study and interpretation.|The Journal of heredity.|The Quarterly journal of medicine.|The Journal of infectious diseases.|Biometrika.|The American historical review.|Annals of botany.|Brain : a journal of neurology.|Mind; a quarterly review of psychology and philosophy.|Notes and queries.|Rheumatology.|Journal of empirical research on human research ethics : JERHRE.|Medicine and society.|The Public historian.|Policy analysis.	icvts.ctsnetjournals.org|chemse.oxfordjournals.org|intqhc.oxfordjournals.org|schizophreniabulletin.oupjournals.org|eurpub.oxfordjournals.org|mind.oxfordjournals.org|jstor.org|intimm.oupjournals.org|bioinformatics.oupjournals.org|qjmed.oupjournals.org|toxsci.oupjournals.org|eurheartj.oxfordjournals.org|jdsde.oxfordjournals.org|dels.nas.edu|abbs.oxfordjournals.org|biomedgerontology.oxfordjournals.org|mbe.oupjournals.org|cb.oxfordjournals.org|jat.oxfordjournals.org|brain.oxfordjournals.org|journals.uchicago.edu|oup.co.uk|jxb.oupjournals.org|jnci.oxfordjournals.org|occmed.oupjournals.org|jncimono.oxfordjournals.org|ntr.oxfordjournals.org|jhered.oupjournals.org|mplant.oxfordjournals.org|heapol.oxfordjournals.org|rpd.oxfordjournals.org|europace.oxfordjournals.org|imammb.oxfordjournals.org|fampra.oupjournals.org|jpubhealth.oupjournals.org|heapro.oupjournals.org|acn.oxfordjournals.org|jmicro.oupjournals.org|humrep.oupjournals.org|cardiovascres.oxfordjournals.org|shm.oxfordjournals.org|jhmas.oxfordjournals.org|peds.oupjournals.org|nar.oupjournals.org|ndt.oupjournals.org|medlaw.oxfordjournals.org|ageing.oxfordjournals.org|bja.oxfordjournals.org|jjco.oupjournals.org|glycob.oupjournals.org|treephys.oxfordjournals.org|rheumatology.oupjournals.org|database.oxfordjournals.org|jb.oupjournals.org|gerontologist.gerontologyjournals.org|bmb.oxfordjournals.org|hmg.oxfordjournals.org|bfg.oxfordjournals.org|nq.oxfordjournals.org|aob.oxfordjournals.org|alcalc.oxfordjournals.org|eurjhf.oxfordjournals.org|jmcb.oxfordjournals.org|icb.oxfordjournals.org|jid.oxfordjournals.org|cid.oxfordjournals.org|ije.oupjournals.org|neuro-oncology.oxfordjournals.org|sysbio.oxfordjournals.org|jac.oupjournals.org|www3.oup.co.uk|oxfordjournals.org|jpubhealth.oxfordjournals.org|jmp.oxfordjournals.org|chromsci.oxfordjournals.org|her.oupjournals.org|ejechocard.oxfordjournals.org|scan.oxfordjournals.org|ahr.oxfordjournals.org|molehr.oupjournals.org|jpepsy.oupjournals.org|mutage.oupjournals.org|psychsoc.gerontologyjournals.org|nass.oxfordjournals.org|ingentaconnect.com|dnaresearch.oxfordjournals.org|carcin.oxfordjournals.org|gbe.oxfordjournals.org|pcp.oupjournals.org|cercor.oupjournals.org|annhyg.oxfordjournals.org|peds.oxfordjournals.org	2047-2412|2041-2657|1758-0463|1759-6653|1759-4685|1752-9867|1749-5024|1745-7270|1741-3850|1746-8272|1741-0134|1477-8602|1477-4062|1557-7023|1569-9285||1468-4357|1532-2114|1532-2092|1879-0844|1523-5866|1469-994X|1367-4811|1096-0929|1465-7325|1744-4195|1460-2369|1930-6180|1758-535X|1758-5368|1460-2407|1756-1663|1464-3677|1460-2393|1545-6838|1464-3790|1537-6591|1460-2083|1471-8405|1076-836X|1460-2199|1464-360X|1477-4674|1569-8041|1460-2423|1460-2245|1464-3782|1745-6614|1460-2377|1477-4666|||1873-5843|1465-3648|1460-2237||1460-2350|1464-3804|1460-2385|1460-213X|1758-4469|||1460-2229|||1464-3502||1537-1719|||1742-3406|1460-2180|1464-3553|1522-9645|1465-3664||1460-2210||1945-2403||1744-5019|1465-735X|1460-2091|1362-4962||1468-2834|1464-3685|1465-3621|1945-239X|1745-1701|1755-3245||1476-6256|1758-5341|1471-9053|1475-3162|1545-6846|1477-9986|1460-2431|1468-4373|1471-8391|1460-2105|1537-5331|1471-6771|1756-2651|1534-7605|1465-7333||1537-6613|1464-3510|1937-5239|1095-8290|1460-2156|1460-2113||1462-0332|1556-2654|||	2047-2404|2041-2649|||1674-2788|1674-2052|1749-5016|1672-9145|1741-3842||1741-0126|1477-8599|1473-9550|1540-7063|1569-9293||1465-4644|1525-2167|1099-5129|1388-9842|1522-8517|1462-2203|1367-4803|1096-6080|1081-4159|1380-3603|1355-4786|1084-2020|1079-5006|1079-5014|1360-9947|1340-2838|1353-4505|1460-2725|1070-5309|0967-0742|1058-4838|0964-6906|0962-7480|1063-5157|1047-3211|1101-1262|0955-2359|0923-7534|0959-6658|0957-4824|0957-4832|1052-6773|0953-8178|0951-631X|1359-5962|1358-6173|0887-6177|0268-1153|0268-1080|0268-1099|0268-1161|0267-8357|0931-0509|0269-2139|0829-318X|0266-9536|0266-7061|0263-2136|0265-0746|0265-0738|0735-0414|0263-7103|0737-4038|0262-9283|0260-647X|0144-8420|0143-3334|0379-864X|0195-668X|0142-6338|0142-2456|0141-5387|0261-3166|0146-4760|0360-7283|0360-5310|0146-8693|0305-7453|0305-1048|0301-228X|0002-0729|0300-5771|0368-2811|0021-9665|0586-7614|0008-6363|0069-9446|0002-9262|0016-9013|0032-0781|0003-4878|0037-8046|0022-0744|0022-0957|0022-5045|0007-1420|0027-8874|0033-362X|0007-0912|0021-924X|0037-7732|0022-1503|0033-5622|0022-1899|0006-3444|0002-8762|0305-7364|0006-8950|0026-4423|0029-3970|1462-0324|1556-2646||0272-3433|0098-2067	101573788|101528229|101517697|101509707|101503669|101465514|101288795|101206716|101188638|101259965|101186484|101182345|101150306|101152341|101158399|101169367|100897327|100890618|100883649|100887595|100887420|9815751|9808944|9805461|9889915|9507416|9507614|9516416|9502837|9508483|9513710|9423827|9434628|9438285|9434315|9308945|9203213|9208958|9205857|9302532|9110718|9204966|9015384|9007735|9104124|9008939|9011205|9011255|8916182|8810360|9214590|8804836|9004255|8608459|8610614|8700098|8701199|8707812|8706402|8801484|100955338|8603523|8511758|8500875|8704892|8813988|8310684|8302415|8501455|8305469|8217118|8109958|8008055|8217190|8006263|8010948|7907617|7909010|8007206|7705085|7611528|7610512|7801773|7513617|0411011|0376035|0375655|7802871|0313225|0173225|0236760|0077427|0071075|7910653|0375327|9430925|0203526|2984852R|7611157|9882906|0413415|0376542|7503089|19930130R|0372541|0376600|20810070R|0375373|0401027|0413675|0413661|01210290R|0372347|0372537|18720400R|00110640R|100883501|101273949|9005153|8510642|7703761	Canada|Netherlands|England|United States|China|Japan	eng
1	NLM California Association of Nurse Anesthetists	California Association Of Nurse Anesthetists	CANA.			0196-2752	7909277	United States	eng
1	NLM Ilesa Diocese Print	Ilesa Diocese Print. Press	New era nursing image international : NENI.			0794-4373	8612860	Nigeria	eng
1	NLM Redaccion Y Administracion Ediciones Doyma	Redaccion Y Administracion Ediciones Doyma	Revista española de reumatología : órgano oficial de la Sociedad Española de Reumatología.			0304-4815	9209964	Spain	spa
1	NLM Turkish Society of Gastroenterology	Turkish Society of Gastroenterology	The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology.	turkgastro.org		1300-4948	9515841	Turkey	eng
1	NLM Beijing da xue	Beijing da xue	Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences.			1671-167X	101125284	China	chi
1	NLM Indian Pediatrics	Indian Pediatrics	Indian pediatrics.	indianpediatrics.net|link.springer.com	0974-7559	0019-6061	2985062R	India	eng
4	NLM New Orleans	New Orleans	The Bulletin of the Tulane Medical Faculty.|Quarterly bulletin.|Journal.|The New Orleans medical and surgical journal.		|||	0041-400X|||0097-1790	15910040R|22610660R|18340660R|19030340R	United States	eng
1	NLM Sloan Management Review Association at the Alfred P Sloan School of Management Massachusetts Institute of Technology	Sloan Management Review Assn. at the Alfred P. Sloan School of Management, Massachusetts Institute of Technology	Sloan management review.			0019-848X	7705943	United States	eng
1	NLM American Association for Adult and Continuing Education etc	American Association for Adult and Continuing Education, etc.]	Adult education.			0001-8481	9877760	United States	eng
1	NLM New Jersey State Dental Society	New Jersey State Dental Society	The Journal of the New Jersey State Dental Society.			0028-596X	0420022	United States	eng
1	NLM Worcester District Medical Society Worcester District Dental Society	Worcester District Medical Society. Worcester District Dental Society	Worcester medical news.			0043-7905	21630460R	United States	eng
1	NLM Universita Di Messina Istituto Di Parassitologia Medica	Universita Di Messina, Istituto Di Parassitologia Medica	Rivista di parassitologia.			0035-6387	0404355	Italy	ita
1	NLM Villagio Sanatoriale Di Sondalo	Villagio Sanatoriale Di Sondalo	Annali medici di Sondalo.			0402-4710	0377216	Italy	ita
1	NLM 3M	3M	Indicator.			0898-5308	8507466	United States	eng
1	NLM Interpresse	[Interpresse	Médecine d'Afrique noire.			0047-6404	9427297	Senegal	fre
1	NLM Cic Edizioni Internazionali	Cic Edizioni Internazionali	Giornale italiano di oncologia.			0392-128X	8508370	Italy	ita
1	NLM Assocation Stomatologique Internationale	Assocation Stomatologique Internationale	Acta stomatologica internationalia : revue scientifique et bulletin officiel de l'Association stomatologique internationale.			0255-4410	8807267	Romania	eng
1	NLM Tong Hakhoe	Tong Hakhoe	Taehan Naekwa Hakhoe chapchi = The Korean journal of internal medicine.	koreamed.org|kaim.or.kr		0494-4712	21110130R	Korea (South)	kor
1	NLM Douglas	Douglas Publications	Medical products sales : MPS : the official journal of the American Surgical Trade Association.			0279-4802	8202448	United States	eng
1	NLM US Department of Health Education and Welfare Public Health Service Health and Mental Health Administration ; Washington DC : For sale by the Supt of Docs US GPO	U.S. Dept. of Health, Education, and Welfare, Public Health Service, Health Services and Mental Health Administration ; Washington, D.C. : For sale by the Supt. of Docs., U.S. G.P.O	Vital and health statistics. Series 14, Data on national health resources.			0083-1999	0165703	United States	eng
1	NLM AAF Regional Hospital	[AAF Regional Hospital	News letter				9426535	United States	eng
1	NLM Nordisk Veterinaermedicin	Nordisk Veterinaermedicin	Nordisk veterinaermedicin.			0029-1579	0203744	Denmark	eng
1	NLM Students at Cleveland Marshall College of Law Cleveland State University	Students at Cleveland-Marshall College of Law, Cleveland State University	Journal of law and health.			1044-6419	8918134	United States	eng
1	NLM H Lee Moffitt Cancer Center and Research Institute	H. Lee Moffitt Cancer Center and Research Institute	Cancer control : journal of the Moffitt Cancer Center.	moffitt.org	1526-2359	1073-2748	9438457	United States	eng
1	NLM Tokyo Ika Shika Daigaku Shigakubu Kaibogaku Kyoshitsu	Tokyo Ika Shika Daigaku Shigakubu Kaibogaku Kyoshitsu	Shika Kiso Igakkai zasshi = Japanese journal of oral biology.			0385-0137	7506047	Japan	jpn
1	NLM Ophthalmological Society of Egypt	Ophthalmological Society Of Egypt	Bulletin of the Ophthalmological Society of Egypt.			0078-5342	7507035	Egypt	eng
1	NLM American Alliance for Health Physical Education Recreation and Dance	American Alliance for Health Physical Education, Recreation and Dance	Health education.			0097-0050	7512764	United States	eng
1	NLM Bulgarska Akademiia Na Naukite Mikrobiologicheski Institut	Bulgarska Akademiia Na Naukite. Mikrobiologicheski Institut	Izvestiia na Mikrobiologicheskiia institut.			0068-3957	7600108	Bulgaria	bul
1	NLM Udruzenje Hirurga Jugoslavije	Udruzenje Hirurga Jugoslavije	Acta chirurgica Iugoslavica.			0354-950X	0372631	Serbia	hrv
1	NLM Minerva Central	Minerva Central	Boletim do Instituto Superior de Higiene Doutor Ricardo Jorge.				101233389	Portugal	por
1	NLM Cardiff Medical Society	Cardiff Medical Society	Scientific proceedings of the Cardiff Medical Society.			0307-3394	7501234	Wales	eng
1	NLM IRE] Professional on Bio Medical Electronics	IRE] Professional Group on Bio-Medical Electronics	IRE transactions on bio-medical electronics.			0096-1884	17510200R	United States	eng
1	NLM Plenum Corp	Plenum Pub. Corp	The American journal of digestive diseases.			0002-9211	0404011	United States	eng
1	NLM American Red Cross	American Red Cross	Immunohematology	redcross.org	1930-3955	0894-203X	8806387	United States	eng
1	NLM Irish Dental Association	Irish Dental Association	Journal of the Irish Dental Association.			0021-1133	7507211	Ireland	eng
2	NLM National Academy of Sciences	National Academy of Sciences|National Academy Of Sciences	Artificial limbs.|Proceedings of the National Academy of Sciences of the United States of America.	pnas.org	|1091-6490	0004-3729|0027-8424	0370606|7505876	United States	eng
1	NLM Polemos	Polemos	Vertex : revista argentina de psiquiatriá	editorialpolemos.com.ar		0327-6139	9440528	Argentina	spa
3	NLM Uniunea Societatilor De Stiinte Medicale	Uniunea Societatilor De Stiinte Medicale	Bacteriologia, virusologia, parazitologia, epidemiologia.|Microbiologia, parazitologia, epidemiologia.|Obstetrică şi ginecologia.		||	0301-7338|0026-2609|0029-781X	7501477|0420151|7513657	Romania	rum
1	NLM Ralston 195	Ralston, 195	Suffield technical paper.				22940010R		eng
1	NLM Medycyna Praktyczna	Medycyna Praktyczna	Polskie Archiwum Medycyny Wewnętrznej.	tip.org.pl	1897-9483	0032-3772	0401225	Poland	pol
1	NLM American Animal Hospital Association	American Animal Hospital Association	Journal of the American Animal Hospital Association.	jaaha.org	1547-3317	0587-2871	0415027	United States	eng
1	NLM Mississippi State Medical Association	Mississippi State Medical Association	Journal of the Mississippi State Medical Association.	msmaonline.com		0026-6396	7505622	United States	eng
2	NLM Lekarska Fakulta Univerzity Karlovy V Hradci Kralove	Lekarska Fakulta Univerzity Karlovy V Hradci Kralove	Sborník vědeckých prací Lékařské fakulty Karlovy university v Hradci Králové.|Sborník vědeckých prací Lékařské fakulty Karlovy univerzity v Hradci Králové. Supplementum.		|	0049-5514|0049-5522	0414147|0414150	Czech Republic	cze|eng
1	NLM British Editorial Society of Bone and Joint Surgery	British Editorial Society of Bone & Joint Surgery	Bone & joint journal.	bjj.boneandjoint.org.uk	2049-4408	2049-4394	101599229	England	eng
1	NLM Health And Mental Health Administration	Health Services And Mental Health Administration	HSMHA health reports.			0083-1204	0323220	United States	eng
2	NLM Periodica	Periodica	Acta endocrinologica. Supplementum.|Acta endocrinologica.		|	0300-9750|0001-5598	0370313|0370312	Denmark	eng
2	NLM AEPress	AEPress, Ltd	Endocrine regulations.|Acta virologica.	bibpurl.oclc.org|elis.sk	1336-0329|1336-2305	1210-0668|0001-723X	9112018|0370401	Slovakia	eng
1	NLM Hospital Gift Shop Management	Hospital Gift Shop Management, Inc	Hospital gift shop management.			0738-7946	9880319	United States	eng
1	NLM Mississippi Nurses Association	Mississippi Nurses Association	Mississippi RN.			0026-6388	0044610	United States	eng
