"Full Title","ISSN","Product ID","Change History"
"Journal of Accounting and Public Policy","02784254","07675",
"Journal of Acupuncture and Meridian Studies","20052901","08673",
"Journal of Acute Medicine","22115587","10085",
"Journal of Adolescence","01401971","12628",
"Journal of Adolescent Health","1054139X","07678","Formerly known as Journal of Adolescent Health Care"
"Journal of Advanced Research","20901232","08708",
"Journal of Aerosol Science","00218502","00337",
"Journal of Affective Disorders","01650327","05051",
"Journal of African Earth Sciences","1464343X","00691",
"Journal of Aging Studies","08904065","07419",
"Journal of Air Transport Management","09696997","03050",
"Journal of Algebra","00218693","12051",
"Journal of Allergy and Clinical Immunology","00916749","13302","Formerly known as Journal of Allergy"
"The Journal of Allergy and Clinical Immunology: In Practice","22132198","14131",
"Journal of Alloys and Compounds","09258388","06012","Formerly known as Journal of the Less Common Metals"
"Journal of the American Academy of Child & Adolescent Psychiatry","08908567","13450","Formerly known as Journal of the American Academy of Child Psychiatry"
"Journal of the American Academy of Dermatology","01909622","13309",
"Journal of American Association for Pediatric Ophthalmology and Strabismus","10918531","13083",
"Journal of the American College of Cardiology","07351097","07681",
"Journal of the American College of Clinical Wound Specialists","22135103","13441","Formerly known as Journal American College Certified Wound Specialists"
"Journal of the American College of Radiology","15461440","13357",
"Journal of the American College of Surgeons","10727515","07682",
"Journal of the American Medical Directors Association","15258610","13380",
"Journal of the American Society of Cytopathology","22132945","14132",
"Journal of the American Society of Echocardiography","08947317","13242",
"Journal of the American Society of Hypertension","19331711","13424",
"Journal of Analytical and Applied Pyrolysis","01652370","05157",
"Journal of Anthropological Archaeology","02784165","12050",
"Journal des Anti-infectieux","22106545","15340","Formerly known as Antibiotiques"
"Journal of Anxiety Disorders","08876185","00801",
"Journal of Applied Developmental Psychology","01933973","07456",
"Journal of Applied Economics","15140326","08702",
"Journal of Applied Geophysics","09269851","05341","Formerly known as Geoexploration"
"Journal of Applied Logic","15708683","05483",
"Journal of Applied Mathematics and Mechanics","00218928","00248",
"Journal of Applied Research in Memory and Cognition","22113681","14077",
"Journal of Approximation Theory","00219045","12053",
"Journal of Archaeological Science","03054403","12643",
"Journal of Arid Environments","01401963","12627",
"Journal of Arrhythmia","18804276","10115",
"The Journal of Arthroplasty","08835403","13133",
"Journal of Asia-Pacific Entomology","12268615","08647",
"Journal of Asian Earth Sciences","13679120","00235","Formerly known as Journal of Southeast Asian Earth Sciences"
"Journal of Asian Economics","10490078","07421",
"Journal of the Association of Arab Universities for Basic and Applied Sciences","18153852","08756",
"Journal of the Association of Nurses in AIDS Care","10553290","13379",
"Journal of the Association for Vascular Access","15528855","07833",
"Journal of Atmospheric and Solar-Terrestrial Physics","13646826","00211","Formerly known as Journal of Atmospheric and Terrestrial Physics"
"Journal of Autoimmunity","08968411","12665",
"Journal of Banking & Finance","03784266","05385",
"The Journal of Basic & Applied Zoology","20909896","10143",
"Journal of Behavior Therapy and Experimental Psychiatry","00057916","00339",
"Journal of Biomechanics","00219290","00321",
"Journal of Biomedical Informatics","15320464","12017","Formerly known as Computers and Biomedical Research"
"Journal of Biomedical Research","16748301","08617","Formerly known as Journal of Nanjing Medical University"
"Journal of Bionic Engineering","16726529","04289",
"Journal of Bioscience and Bioengineering","13891723","05113","Formerly known as Journal of Fermentation and Bioengineering"
"Journal of Biotechnology","01681656","05111",
"Journal of Bodywork and Movement Therapies","13608592","12745",
"Journal of Bone Oncology","22121374","10500",
"Journal of Business Research","01482963","07687",
"Journal of Business Venturing","08839026","07688",
"Journal of Cardiac Failure","10719164","13271",
"Journal of Cardiology","09145087","04119",
"Journal of Cardiology Cases","18785409","05641",
"Journal of Cardiothoracic and Vascular Anesthesia","10530770","13051","Formerly known as Journal of Cardiothoracic Anesthesia"
"Journal of Cardiovascular Computed Tomography","19345925","13427",
"Journal of Catalysis","00219517","12054",
"Journal of Cataract & Refractive Surgery","08863350","07694",
"Journal of Cereal Science","07335210","12650",
"Journal of Chemical Health and Safety","18715532","07649","Formerly known as Chemical Health and Safety"
"Journal of Chemical Neuroanatomy","08910618","05053",
"The Journal of Chemical Thermodynamics","00219614","12611",
"The Journal of China Universities of Posts and Telecommunications","10058885","08598",
"Journal of the Chinese Medical Association","17264901","08590",
"Journal of Chiropractic Humanities","15563499","13455",
"Journal of Chiropractic Medicine","15563707","14034",
"Journal de Chirurgie Viscérale","1878786X","15560","Formerly known as Journal de Chirurgie"
"Journal of Chromatography A","00219673","05158","Incorporating Chromatographic Reviews"
"Journal of Chromatography B","15700232","05159","Formerly known as Journal of Chromatography B: Biomedical Sciences and Applications"
"Journal of Cleaner Production","09596526","03052",
"Journal of Clinical Anesthesia","09528180","07690",
"Journal of Clinical Densitometry","10946950","14031",
"Journal of Clinical Epidemiology","08954356","07518","Formerly known as Journal of Chronic Diseases"
"Journal of Clinical and Experimental Hepatology","09736883","08758",
"Journal of Clinical Gerontology and Geriatrics","22108335","08741",
"Journal of Clinical Lipidology","19332874","13425",
"Journal of Clinical Neuroscience","09675868","12716",
"Journal of Clinical Orthopaedics and Trauma","09765662","08738",
"Journal of Clinical Virology","13866532","05021","Formerly known as Clinical and Diagnostic Virology"
"Journal of Colloid and Interface Science","00219797","12056","Formerly known as Journal of Colloid Science"
"Journal of Combinatorial Theory, Series A","00973165","12060","Formerly part of Journal of Combinatorial Theory"
"Journal of Combinatorial Theory, Series B","00958956","12061","Formerly part of Journal of Combinatorial Theory"
"Journal of Communication Disorders","00219924","07693",
"Journal of Comparative Economics","01475967","12055",
"Journal of Comparative Pathology","00219975","12612","Formerly known as Journal of Comparative Pathology and Therapeutics"
"Journal of Complexity","0885064X","12057",
"Journal of Computational and Applied Mathematics","03770427","05288",
"Journal of Computational Physics","00219991","12058",
"Journal of Computational Science","18777503","08700",
"Journal of Computer and System Sciences","00220000","12059",
"Journal of Constructional Steel Research","0143974X","02032",
"Journal of Consumer Psychology","10577408","07814",
"Journal of Contaminant Hydrology","01697722","05342",
"Journal of Contemporary Accounting & Economics","18155669","05627",
"Journal of Contextual Behavioral Science","22121447","14113",
"Journal of Controlled Release","01683659","05054",
"Journal of Co-operative Organization and Management","2213297X","10136",
"Journal of Corporate Finance","09291199","05387",
"Journal of Cranio-Maxillofacial Surgery","10105182","12735","Formerly known as Journal of Maxillofacial Surgery"
"Journal of Criminal Justice","00472352","00366",
"Journal of Critical Care","08839441","13066","Incorporating Seminars in Anesthesia, Perioperative Medicine and Pain"
"Journal of Crohn’s and Colitis","18739946","08621",
"Journal of Crohn’s and Colitis Supplements","18739954","08622",
"Journal of Crystal Growth","00220248","05200",
"Journal of Cultural Heritage","12962074","09069",
"Journal of Cystic Fibrosis","15691993","05437",
"Journal of Dairy Science","00220302","13453",
"Journal of Dental Sciences","19917902","08674",
"Journal of Dentistry","03005712","03053",
"Journal of Dermatological Science","09231811","08032",
"Journal of Dermatological Science Supplement","15740757","08062",
"Journal of Destination Marketing & Management","2212571X","08806",
"Journal of Development Economics","03043878","05388",
"Journal of Diabetes and its Complications","10568727","07697","Formerly known as Journal of Diabetic Complications"
"Journal of Differential Equations","00220396","12062",
"Journal of Discrete Algorithms","15708667","05482",
"Journal of Econometrics","03044076","06013",
"Journal of Economic Behavior & Organization","01672681","05389",
"Journal of Economic Dynamics and Control","01651889","05390",
"Journal of Economic Psychology","01674870","05289",
"Journal of Economic Theory","00220531","12066",
"Journal of Economics and Business","01486195","07699",
"Journal of the Egyptian Mathematical Society","1110256X","08789",
"Journal of the Egyptian National Cancer Institute","11100362","08783",
"Journal of Electroanalytical Chemistry","15726657","06014","Formerly known as Journal of Electroanalytical Chemistry and Interfacial Electrochemistry"
"Journal of Electrocardiology","00220736","13270",
"Journal of Electromyography and Kinesiology","10506411","03054",
"Journal of Electron Spectroscopy and Related Phenomena","03682048","05161",
"Journal of Electrostatics","03043886","05290",
"The Journal of Emergency Medicine","07364679","07535",
"Journal of Emergency Nursing","00991767","13165",
"Journal of Empirical Finance","09275398","05391",
"Journal of Endodontics","00992399","14027",
"Journal of Engineering and Technology Management","09234748","05392","Formerly known as Engineering Management International"
"Journal of English for Academic Purposes","14751585","03015",
"Journal of Environmental Economics and Management","00950696","12064",
"Journal of Environmental Management","03014797","12642","Incorporating Advances in Environmental Research"
"Journal of Environmental Psychology","02724944","12640",
"Journal of Environmental Radioactivity","0265931X","02034",
"Journal of Environmental Sciences","10010742","08576",
"Journal of Epidemiology and Global Health","22106006","12942",
"Journal of Equine Veterinary Science","07370806","13335",
"Journal of Ethnopharmacology","03788741","08033",
"Journal of Eurasian Studies","18793665","05642",
"Journal of the European Ceramic Society","09552219","02036","Formerly known as International Journal of High Technology Ceramics"
"Journal Européen des Urgences et de Réanimation","22114238","15567","Formerly known as Journal Européen des Urgences"
"Journal of Evidence Based Dental Practice","15323382","13023",
"Journal of Exercise Science & Fitness","1728869X","08698",
"Journal of Exotic Pet Medicine","15575063","13003","Formerly known as Seminars in Avian and Exotic Pet Medicine"
"Journal of Experimental Child Psychology","00220965","12063",
"Journal of Experimental & Clinical Medicine","18783317","08707",
"Journal of Experimental Marine Biology and Ecology","00220981","05112",
"Journal of Experimental Social Psychology","00221031","12065",
"Journal of Family Business Strategy","18778585","05629",
"Journal of Financial Economics","0304405X","06015",
"Journal of Financial Intermediation","10429573","12069",
"Journal of Financial Markets","13864181","05456",
"Journal of Financial Stability","15723089","05540",
"Journal of Fluency Disorders","0094730X","07705",
"Journal of Fluids and Structures","08899746","12662",
"Journal of Fluorine Chemistry","00221139","06016",
"Journal of Food Composition and Analysis","08891575","12068",
"Journal of Food Engineering","02608774","02035",
"The Journal of Foot and Ankle Surgery","10672516","13341",
"Journal of Forensic and Legal Medicine","1752928X","12734","Formerly known as Journal of Clinical Forensic Medicine"
"Journal of Forensic Radiology and Imaging","22124780","12774",
"Journal of Forest Economics","11046899","10008",
"Journal of the Formosan Medical Association","09296646","08591",
"Journal Français d'Ophtalmologie","01815512","15370",
"Journal of the Franklin Institute","00160032","00334",
"Journal of Fuel Chemistry and Technology","18725813","03088",
"Journal of Functional Analysis","00221236","12067",
"Journal of Functional Foods","17564646","05619",
"Journal of Genetic Engineering and Biotechnology","1687157X","08718",
"Journal of Genetics and Genomics","16738527","05600","Formerly known as Acta Genetica Sinica"
"Journal of Geochemical Exploration","03756742","05343",
"Journal of Geodynamics","02643707","00874",
"Journal of Geometry and Physics","03930440","05201",
"Journal of Geriatric Oncology","18794068","12772",
"Journal of Great Lakes Research","03801330","08665",
"Journal de Gynécologie Obstétrique et Biologie de la Reproduction","03682315","15562",
"The Journal of Hand Surgery","03635023","13136","Incorporating Journal of the American Society for Surgery of the Hand"
"Journal of Hand Therapy","08941130","14016",
"Journal of Hazardous Materials","03043894","05162",
"Journal of Health Economics","01676296","05393",
"The Journal of Heart and Lung Transplantation","10532498","07583",
"Journal of Hepatology","01688278","08145",
"Journal of Herbal Medicine","22108033","10072",
"The Journal of High Technology Management Research","10478310","07423",
"Journal of Historical Geography","03057488","12647",
"Journal of Hospital Infection","01956701","12637",
"Journal of Hospitality, Leisure, Sport & Tourism Education","14738376","12989",
"Journal of Housing Economics","10511377","12070",
"Journal of Human Evolution","00472484","12624",
"Journal of Hydrodynamics, Ser. B","10016058","04103",
"Journal of Hydro-environment Research","15706443","06069",
"Journal of Hydrology","00221694","05344",
"Journal of Immunological Methods","00221759","05055","Incorporating Immunotechnology"
"Journal of Industrial and Engineering Chemistry","1226086X","08620",
"Journal of Infection","01634453","12631",
"Journal of Infection and Public Health","18760341","05613",
"Journal of Informetrics","17511577","04091",
"Journal of Inorganic Biochemistry","01620134","07711","Formerly known as Bioinorganic Chemistry"
"Journal of Insect Physiology","00221910","00231",
"Journal of Integrative Agriculture","20953119","08568","Formerly known as Agricultural Sciences in China"
"Journal of Interactive Marketing","10949968","07816","Formerly known as Journal of Direct Marketing"
"Journal of International Accounting, Auditing and Taxation","10619518","07424",
"Journal of International Economics","00221996","05395",
"Journal of International Financial Markets, Institutions and Money","10424431","05442",
"Journal of International Management","10754253","07684",
"Journal of International Money and Finance","02615606","03055",
"Journal of Invertebrate Pathology","00222011","12071",
"Journal of Iron and Steel Research, International","1006706X","04258",
"Journal of the Japanese and International Economies","08891583","12072",
"Journal of King Saud University - Computer and Information Sciences","13191578","08746",
"Journal of King Saud University - Engineering Sciences","10183639","08752",
"Journal of King Saud University - Languages and Translation","22108319","08750",
"Journal of King Saud University - Science","10183647","08679",
"Journal of the Korean Statistical Society","12263192","08629",
"The Journal of Logic and Algebraic Programming","15678326","07717","Formerly known as The Journal of Logic Programming"
"Journal of Loss Prevention in the Process Industries","09504230","03056",
"Journal of Luminescence","00222313","05202",
"Journal of Macroeconomics","01640704","05470",
"Journal of Magnetic Resonance","10907807","12076","Incorporating Journal of Magnetic Resonance, Series A and Journal of Magnetic Resonance, Series B"
"Journal of Magnetism and Magnetic Materials","03048853","05203",
"Journal des Maladies Vasculaires","03980499","15563",
"Journal of Manipulative and Physiological Therapeutics","01614754","13026",
"Journal of Manufacturing Processes","15266125","01056",
"Journal of Manufacturing Systems","02786125","02092",
"Journal of Marine and Island Cultures","22126821","08818",
"Journal of Marine Systems","09247963","05345",
"Journal of Materials Processing Technology","09240136","06017","Formerly known as Journal of Mechanical Working Technology"
"Journal of Materials Science & Technology","10050302","12886",
"Journal of Mathematical Analysis and Applications","0022247X","12073",
"The Journal of Mathematical Behavior","07323123","07457",
"Journal of Mathematical Economics","03044068","06018",
"Journal of Mathematical Psychology","00222496","12075",
"Journal de Mathématiques Pures et Appliquées","00217824","09041",
"Journal of the Mechanical Behavior of Biomedical Materials","17516161","03080",
"Journal of the Mechanics and Physics of Solids","00225096","00220",
"Journal of Medical Colleges of PLA","10001948","08616",
"Journal of Medical Hypotheses and Ideas","22517294","08820",
"Journal of Medical Imaging and Radiation Sciences","19398654","13431","Formerly known as Canadian Journal of Medical Radiation Technology"
"Journal of Medical Ultrasound","09296441","08594",
"Journal of Membrane Science","03767388","05163",
"Journal of Memory and Language","0749596X","12074","Formerly known as Journal of Verbal Learning and Verbal Behavior"
"Journal of Men’s Health","18756867","05488","Formerly known as The Journal of Men's Health & Gender"
"Journal of Microbiological Methods","01677012","05058",
"Journal of Microbiology, Immunology and Infection","16841182","08709",
"Journal of Minimally Invasive Gynecology","15534650","13372","Formerly known as The Journal of the American Association of Gynecologic Laparoscopists"
"Journal of Molecular Biology","00222836","12615",
"Journal of Molecular Catalysis A: Chemical","13811169","05166","Formerly part of Journal of Molecular Catalysis"
"Journal of Molecular Catalysis B: Enzymatic","13811177","05167","Formerly part of Journal of Molecular Catalysis"
"Journal of Molecular and Cellular Cardiology","00222828","12614",
"The Journal of Molecular Diagnostics","15251578","14040",
"Journal of Molecular Graphics and Modelling","10933263","07721","Formerly known as Journal of Molecular Graphics"
"Journal of Molecular Liquids","01677322","05169","Formerly known as Advances in Molecular Relaxation and Interaction Processes"
"Journal of Molecular Spectroscopy","00222852","12077",
"Journal of Molecular Structure","00222860","05170",
"Journal of Monetary Economics","03043932","05398","Incorporating Carnegie-Rochester Conference Series on Public Policy"
"Journal of Multinational Financial Management","1042444X","05443",
"Journal of Multivariate Analysis","0047259X","12078",
"Journal de Mycologie Médicale / Journal of Medical Mycology","11565233","09351",
"Journal of Natural Gas Chemistry","10039953","06064",
"Journal of Natural Gas Science and Engineering","18755100","08655",
"Journal for Nature Conservation","16171381","10009",
"Journal of Neonatal Nursing","13551841","12606",
"Journal of Network and Computer Applications","10848045","12653","Formerly known as Journal of Microcomputer Applications"
"Journal of Neuroimmunology","01655728","05060","Incorporating Advances in Neuroimmunology"
"Journal of Neurolinguistics","09116044","00866",
"Journal of the Neurological Sciences","0022510X","05063",
"Journal of Neuroradiology","01509861","15564",
"Journal of Neuroscience Methods","01650270","05061",
"Journal of Non-Crystalline Solids","00223093","05204",
"Journal of Non-Newtonian Fluid Mechanics","03770257","05172",
"Journal of Northeast Agricultural University (English Edition)","10068104","08800",
"Journal of Nuclear Materials","00223115","05205",
"Journal of Number Theory","0022314X","12079",
"The Journal for Nurse Practitioners","15554155","14023",
"Journal of Nutrition Education and Behavior","14994046","13410","Formerly known as Journal of Nutrition Behavior"
"The Journal of Nutritional Biochemistry","09552863","07714",
"Journal of Obsessive-Compulsive and Related Disorders","22113649","14065",
"Journal of Indian College of Cardiology","15618811","08823",
"Journal of Operations Management","02726963","05400",
"Journal of Optometry","18884296","15780",
"Journal of Oral Biology and Craniofacial Research","22124268","10092",
"Journal of Oral Biosciences","13490079","10102",
"Journal of Oral and Maxillofacial Surgery","02782391","13068",
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology","22125558","12889","Formerly known as Asian Journal of Oral and Maxillofacial Surgery"
"Journal of Organometallic Chemistry","0022328X","06019",
"Journal of Orthopaedics, Trauma and Rehabilitation","22104917","08723",
"The Journal of Pain","15265900","13134","Formerly known as Pain Forum"
"Journal of Pain and Symptom Management","08853924","07725",
"Journal of Parallel and Distributed Computing","07437315","12080",
"Journal of Pediatric and Adolescent Gynecology","10833188","07752",
"Journal of Pediatric Health Care","08915245","13176",
"Journal of Pediatric Nursing","08825963","13162",
"Journal of Pediatric Surgery","00223468","13069",
"Journal of Pediatric Urology","14775131","04070",
"The Journal of Pediatrics","00223476","13249",
"Journal de Pédiatrie et de Puériculture","09877983","09040",
"Journal of PeriAnesthesia Nursing","10899472","13187",
"Journal of Petroleum Science and Engineering","09204105","05346",
"Journal of Pharmaceutical Analysis","20951779","08782",
"Journal of Pharmaceutical and Biomedical Analysis","07317085","05173",
"Journal of Pharmacological and Toxicological Methods","10568719","07726","Formerly known as Journal of Pharmacological Methods"
"Journal of Phonetics","00954470","12626",
"Journal of Photochemistry and Photobiology A: Chemistry","10106030","06020","Formerly part of Journal of Photochemistry"
"Journal of Photochemistry and Photobiology B: Biology","10111344","06021","Formerly part of Journal of Photochemistry"
"Journal of Photochemistry and Photobiology C: Photochemistry Reviews","13895567","06054",
"Journal of Physics and Chemistry of Solids","00223697","00229",
"Journal of Physiology-Paris","09284257","09042",
"Journal of Physiotherapy","18369553","08739","Formerly known as Australian Journal of Physiotherapy"
"Journal of Plant Physiology","01761617","10010","Formerly known as Zeitschrift für Pflanzenphysiologie; Incorporating Biochemie und Physiologie der Pflanzen"
"Journal of Plastic, Reconstructive & Aesthetic Surgery","17486815","12727","Formerly known as British Journal of Plastic Surgery"
"Journal of Policy Modeling","01618938","07729",
"Journal of Power Sources","03787753","06022",
"Journal of Pragmatics","03782166","05291",
"Journal of Process Control","09591524","03057",
"Journal of Professional Nursing","87557223","13189",
"The Journal of Prosthetic Dentistry","00223913","13029",
"Journal of Prosthodontic Research","18831958","05616",
"Journal of Proteomics","18743919","05052","Formerly known as Journal of Biochemical and Biophysical Methods"
"Journal of Psychiatric Research","00223956","00241",
"Journal of Psychosomatic Research","00223999","07550",
"Journal of Public Economics","00472727","06023",
"Journal of Purchasing and Supply Management","14784092","03028","Formerly known as European Journal of Purchasing & Supply Management"
"Journal of Pure and Applied Algebra","00224049","05292",
"Journal of Quantitative Spectroscopy and Radiative Transfer","00224073","00272",
"Journal de Radiologie Diagnostique et Interventionnelle ","22115706","15581","Formerly known as Journal de Radiologie"
"Journal of Radiology Nursing","15460843","13356",
"Journal of Rail Transport Planning & Management","22109706","12939",
"Journal of Rare Earths","10020721","08561",
"Journal de Réadaptation Médicale : Pratique et Formation en Médecine Physique et de Réadaptation","0242648X","15582",
"Journal of Renal Nutrition","10512276","13264",
"Journal of Reproduction and Contraception","10017844","08618",
"Journal of Reproductive Immunology","01650378","08034",
"Journal of Research in Personality","00926566","12081",
"Journal of Retailing","00224359","07427",
"Journal of Retailing and Consumer Services","09696989","03058",
"Journal of Rural Studies","07430167","00348",
"Journal of Safety Research","00224375","00679",
"Journal of Saudi Chemical Society","13196103","08693",
"Journal of the Saudi Heart Association","10167315","08681",
"Journal of the Saudi Society of Agricultural Sciences","1658077X","08744",
"Journal of the Saudi Society of Dermatology & Dermatologic Surgery","2210836X","08734",
"Journal of School Psychology","00224405","00699",
"Journal of Science and Medicine in Sport","14402440","04244",
"Journal of Sea Research","13851101","05453","Formerly known as Netherlands Journal of Sea Research"
"Journal of Second Language Writing","10603743","07458",
"Journal of Shoulder and Elbow Surgery","10582746","13085",
"The Journal of Social Studies Research","0885985X","14139",
"The Journal of Socio-Economics","10535357","07430","Formerly known as Journal of Behavioral Economics"
"Journal of Solid State Chemistry","00224596","12084",
"Journal of Sound and Vibration","0022460X","12616",
"Journal of South American Earth Sciences","08959811","00839",
"Journal of Sport and Health Science","20952546","08822",
"Journal of Statistical Planning and Inference","03783758","05401",
"The Journal of Steroid Biochemistry and Molecular Biology","09600760","00333","Formerly known as Journal of Steroid Biochemistry"
"Journal of Stored Products Research","0022474X","00306",
"The Journal of Strategic Information Systems","09638687","05402",
"Journal of Stroke and Cerebrovascular Diseases","10523057","13324",
"Journal of Structural Biology","10478477","12082","Formerly known as Journal of Ultrastructure and Molecular Structure Research"
"Journal of Structural Geology","01918141","00539",
"Journal of Substance Abuse Treatment","07405472","07553",
"The Journal of Supercritical Fluids","08968446","05452",
"The Journal of Supportive Oncology","15446794","13366",
"Journal of Surgical Education","19317204","07589","Formerly known as Current Surgery"
"Journal of Surgical Research","00224804","12083",
"Journal of Symbolic Computation","07477171","12654",
"Journal of Systems Architecture","13837621","05299","Formerly known as Microprocessing and Microprogramming"
"Journal of Systems and Software","01641212","07735",
"Journal of Taibah University Medical Sciences","16583612","10133",
"Journal of Taibah University for Science","16583655","10139",
"Journal of the Taiwan Institute of Chemical Engineers","18761070","08611","Formerly known as Journal of the Chinese Institute of Chemical Engineers"
"Journal of Terramechanics","00224898","00302",
"Journal of Theoretical Biology","00225193","12617",
"Journal de Thérapie Comportementale et Cognitive","11551704","15573",
"Journal of Thermal Biology","03064565","00383",
"The Journal of Thoracic and Cardiovascular Surgery","00225223","13088",
"Journal of Tissue Viability","0965206X","04107",
"Journal of Trace Elements in Medicine and Biology","0946672X","10014",
"Journal of Traditional Chinese Medicine","02546272","06075",
"Journal of Transport Geography","09666923","03060",
"Journal of Transportation Systems Engineering and Information Technology","15706672","04290",
"Journal de Traumatologie du Sport","0762915X","15586",
"Journal of Urban Economics","00941190","12085",
"The Journal of Urology","00225347","14024",
"Journal of Vascular and Interventional Radiology","10510443","13422",
"Journal of Vascular Nursing","10620303","13181",
"Journal of Vascular Surgery","07415214","13089",
"Journal of Vascular Surgery: Venous and Lymphatic Disorders","2213333X","14133",
"Journal of Veterinary Behavior: Clinical Applications and Research","15587878","13411",
"Journal of Veterinary Cardiology","17602734","05509",
"Journal of Virological Methods","01660934","05064",
"Journal of Visceral Surgery","18787886","15866",
"Journal of Visual Communication and Image Representation","10473203","12087",
"Journal of Visual Languages & Computing","1045926X","12682",
"Journal of Vocational Behavior","00018791","12086",
"Journal of Voice","08921997","13343",
"Journal of Volcanology and Geothermal Research","03770273","05347",
"Journal of Wind Engineering and Industrial Aerodynamics","01676105","05207",
"Journal of World Business","10909516","07432","Formerly known as The Columbia Journal of World Business"
"Journal of the World Federation of Orthodontists","22124438","14122",
"The Kaohsiung Journal of Medical Sciences","1607551X","08593",
"Kidney Research and Clinical Practice","22119132","08801",
"Kinésithérapie, la Revue","17790123","15516",
"King Saud University Journal of Dental Sciences","22108157","08736",
"The Knee","09680160","03061",
"Knowledge-Based Systems","09507051","05293",
"Komplementäre und Integrative Medizin","18638678","10058",
"Krankenhaus-Hygiene + Infektionsverhütung","07203373","10044",
"Labour Economics","09275371","05404",
"The Lancet","01406736","02284",
"The Lancet Infectious Diseases","14733099","02290",
"The Lancet Neurology","14744422","02291",
"The Lancet Oncology","14702045","02285",
"The Lancet Respiratory Medicine","22132600","17012",
"Land Use Policy","02648377","03063",
"Landscape and Urban Planning","01692046","05117","Formerly known as Landscape Planning; Incorporating Urban Ecology"
"Language & Communication","02715309","00616",
"Language Sciences","03880001","00867",
"The Leadership Quarterly","10489843","07433",
"Learning, Culture and Social Interaction","22106561","12938",
"Learning and Individual Differences","10416080","07434",
"Learning and Instruction","09594752","00956",
"Learning and Motivation","00239690","12088",
"Legal Medicine","13446223","08143",
"Leukemia Research","01452126","00583",
"Leukemia Research Reports","22130489","10120",
"Library Collections, Acquisitions, and Technical Services","14649055","00293","Formerly known as Library Acquisitions: Practice & Theory"
"Library & Information Science Research","07408188","07459",
"Life Sciences","00243205","07538",
"Limnologica - Ecology and Management of Inland Waters","00759511","10033",
"Linear Algebra and its Applications","00243795","07738",
"Lingua","00243841","05295",
"Linguistics and Education","08985898","07460",
"Lithos","00244937","05348",
"Livestock Science","18711413","05118","Formerly known as Livestock Production Science"
"Long Range Planning","00246301","00358",
"Lung Cancer","01695002","08036",
"LWT - Food Science and Technology","00236438","12618",
"Magnetic Resonance Imaging","0730725X","07540",
"Magnetic Resonance Imaging Clinics of North America","10649689","13080",
"Mammalian Biology - Zeitschrift für Säugetierkunde","16165047","10034",
"Management Accounting Research","10445005","12677",
"Manual Therapy","1356689X","12750",
"Marine Chemistry","03044203","05349",
"Marine Environmental Research","01411136","02039",
"Marine Genomics","18747787","08624",
"Marine Geology","00253227","05350",
"Marine Micropaleontology","03778398","05351",
"Marine and Petroleum Geology","02648172","03064",
"Marine Policy","0308597X","03065",
"Marine Pollution Bulletin","0025326X","00400",
"Marine Structures","09518339","02038",
"Materials Characterization","10445803","07744","Formerly known as Metallography"
"Materials Chemistry and Physics","02540584","06025","Formerly known as Materials Chemistry"
"Materials & Design","02613069","03066","Formerly known as International Journal of Materials in Engineering Applications"
"Materials Letters","0167577X","05208",
"Materials Research Bulletin","00255408","00313",
"Materials Science and Engineering: A","09215093","06026","Formerly part of Materials Science and Engineering"
"Materials Science and Engineering: B","09215107","06027","Formerly part of Materials Science and Engineering"
"Materials Science and Engineering: C","09284931","06028","Formerly part of Materials Science Reports; Incorporating Supramolecular Science"
"Materials Science and Engineering: R: Reports","0927796X","06029","Formerly part of Materials Science Reports"
"Materials Science in Semiconductor Processing","13698001","01030",
"Materials Today","13697021","03069",
"Mathematical Biosciences","00255564","07741",
"Mathematical and Computer Modelling","08957177","00623","Formerly known as Mathematical Modelling"
"Mathematical Social Sciences","01654896","05410",
"Mathematics and Computers in Simulation","03784754","05296",
"Matrix Biology","0945053X","05547","Formerly known as Matrix"
"Maturitas","03785122","08037",
"Mayo Clinic Proceedings","00256196","14110",
"Measurement","02632241","05411","Incorporating Industrial Metrology"
"Meat Science","03091740","02040",
"Mechanical Systems and Signal Processing","08883270","12661",
"Mechanics of Materials","01676636","05210",
"Mechanics Research Communications","00936413","00374",
"Mechanism and Machine Theory","0094114X","00303","Formerly known as Journal of Mechanisms"
"Mechanisms of Ageing and Development","00476374","08038",
"Mechanisms of Development","09254773","08039","Formerly known as Cell Differentiation and Development"
"Mechatronics","09574158","00933",
"Médecine & Droit","12467391","09046",
"Médecine & Longévité","18757170","15361",
"Médecine et Maladies Infectieuses","0399077X","09073",
"Médecine des Maladies Métaboliques","19572557","09377",
"Médecine Nucléaire","09281258","09149",
"Médecine Palliative : Soins de Support - Accompagnement - Éthique","16366522","15102",
"Médecine du Sommeil","17694493","15859",
"Medical Clinics of North America","00257125","13238",
"Medical Dosimetry","09583947","07539",
"Medical Engineering & Physics","13504533","03068","Formerly known as Journal of Biomedical Engineering"
"Medical Hypotheses","03069877","12718",
"Medical Image Analysis","13618415","05559",
"Medical Journal Armed Forces India","03771237","08773",
"Medical Laser Application","16151615","10046","Formerly known as Laser-Medizin: Interdisziplinäre Zeitschrift; Praxis, Klinik, Forschung`, will be continued as Medical Photonics"
"Medical Mycology Case Reports","22117539","08797",
"Medicina Clínica","00257753","15716",
"Medicina Intensiva","02105691","15726",
"Medicina Intensiva (English Edition)","21735727","15959",
"Medicina Paliativa","1134248X","15964",
